,Contig,Len,sum of seq lens in model,Coverage,Genome
12340,5235_6_11.contig00234,8213,8215.0,1.0,5235_6_11
12341,5235_6_11.contig00235,8207,0.0,0.0,5235_6_11
12342,5235_6_11.contig00236,8120,8070.0,0.9938423645320197,5235_6_11
12343,5235_6_11.contig00237,8101,6805.0,0.8400197506480681,5235_6_11
12344,5235_6_11.contig00238,8066,5441.0,0.6745598809818993,5235_6_11
12345,5235_6_11.contig00239,8024,7023.0,0.8752492522432702,5235_6_11
12346,5235_6_11.contig00240,7948,7955.0,1.0,5235_6_11
12347,5235_6_11.contig00241,7853,7833.0,0.9974532025977334,5235_6_11
12348,5235_6_11.contig00242,7804,7806.0,1.0,5235_6_11
12349,5235_6_11.contig00243,7792,7730.0,0.9920431211498973,5235_6_11
12350,5235_6_11.contig00244,7780,7787.0,1.0,5235_6_11
12351,5235_6_11.contig00245,7780,0.0,0.0,5235_6_11
12352,5235_6_11.contig00246,7765,7730.0,0.995492594977463,5235_6_11
12353,5235_6_11.contig00247,7735,7673.0,0.9919844861021332,5235_6_11
12354,5235_6_11.contig00248,7729,7728.0,0.9998706171561651,5235_6_11
12355,5235_6_11.contig00249,7728,7709.0,0.9975414078674948,5235_6_11
12356,5235_6_11.contig00250,7697,0.0,0.0,5235_6_11
12357,5235_6_11.contig00251,7670,7679.0,1.0,5235_6_11
12358,5235_6_11.contig00252,7669,0.0,0.0,5235_6_11
12359,5235_6_11.contig00253,7661,7556.0,0.9862942174650828,5235_6_11
12360,5235_6_11.contig00254,7661,0.0,0.0,5235_6_11
12361,5235_6_11.contig00255,7613,7619.0,1.0,5235_6_11
12362,5235_6_11.contig00256,7584,1594.0,0.21017932489451477,5235_6_11
12363,5235_6_11.contig00257,7516,0.0,0.0,5235_6_11
12364,5235_6_11.contig00258,7510,7514.0,1.0,5235_6_11
12365,5235_6_11.contig00259,7502,7447.0,0.9926686217008798,5235_6_11
12366,5235_6_11.contig00260,7495,0.0,0.0,5235_6_11
12367,5235_6_11.contig00261,7474,0.0,0.0,5235_6_11
12368,5235_6_11.contig00262,7469,7359.0,0.9852724594992637,5235_6_11
12369,5235_6_11.contig00263,7465,7344.0,0.9837910247823175,5235_6_11
12370,5235_6_11.contig00264,7458,0.0,0.0,5235_6_11
12371,5235_6_11.contig00265,7457,6783.0,0.9096151267265656,5235_6_11
12372,5235_6_11.contig00266,7439,7398.0,0.9944885065196936,5235_6_11
12373,5235_6_11.contig00267,7134,0.0,0.0,5235_6_11
12374,5235_6_11.contig00268,7132,7036.0,0.9865395401009535,5235_6_11
12375,5235_6_11.contig00269,7115,7111.0,0.9994378074490513,5235_6_11
12376,5235_6_11.contig00270,7104,7107.0,1.0,5235_6_11
12377,5235_6_11.contig00271,7091,7054.0,0.9947821181779721,5235_6_11
12378,5235_6_11.contig00272,7090,0.0,0.0,5235_6_11
12379,5235_6_11.contig00273,7042,6051.0,0.8592729338256178,5235_6_11
12380,5235_6_11.contig00274,7023,6976.0,0.9933077032607148,5235_6_11
12381,5235_6_11.contig00275,6948,6414.0,0.9231433506044905,5235_6_11
12382,5235_6_11.contig00276,6939,6940.0,1.0,5235_6_11
12383,5235_6_11.contig00277,6919,6923.0,1.0,5235_6_11
12384,5235_6_11.contig00278,6916,0.0,0.0,5235_6_11
12385,5235_6_11.contig00279,6913,0.0,0.0,5235_6_11
12386,5235_6_11.contig00280,6845,6846.0,1.0,5235_6_11
12387,5235_6_11.contig00281,6840,0.0,0.0,5235_6_11
12388,5235_6_11.contig00282,6827,6779.0,0.9929690933059909,5235_6_11
12389,5235_6_11.contig00283,6799,6801.0,1.0,5235_6_11
12390,5235_6_11.contig00284,6783,6400.0,0.9435353088603863,5235_6_11
12391,5235_6_11.contig00285,6746,0.0,0.0,5235_6_11
12392,5235_6_11.contig00286,6723,6611.0,0.9833407704893649,5235_6_11
12393,5235_6_11.contig00287,6718,5680.0,0.8454897290860375,5235_6_11
12394,5235_6_11.contig00288,6717,0.0,0.0,5235_6_11
12395,5235_6_11.contig00289,6707,0.0,0.0,5235_6_11
12396,5235_6_11.contig00290,6695,6693.0,0.9997012696041823,5235_6_11
12397,5235_6_11.contig00291,6684,6179.0,0.9244464392579294,5235_6_11
12398,5235_6_11.contig00292,6683,6593.0,0.9865329941642975,5235_6_11
12399,5235_6_11.contig00293,6665,6565.0,0.9849962490622656,5235_6_11
12400,5235_6_11.contig00294,6652,0.0,0.0,5235_6_11
12401,5235_6_11.contig00295,6624,6628.0,1.0,5235_6_11
12402,5235_6_11.contig00296,6606,6610.0,1.0,5235_6_11
12403,5235_6_11.contig00297,6534,6512.0,0.9966329966329966,5235_6_11
12404,5235_6_11.contig00298,6507,0.0,0.0,5235_6_11
12405,5235_6_11.contig00299,6425,6281.0,0.9775875486381322,5235_6_11
12406,5235_6_11.contig00300,6371,4622.0,0.7254748077224925,5235_6_11
12407,5235_6_11.contig00301,6365,6335.0,0.99528672427337,5235_6_11
12408,5235_6_11.contig00302,6349,6353.0,1.0,5235_6_11
12409,5235_6_11.contig00303,6315,6319.0,1.0,5235_6_11
12410,5235_6_11.contig00304,6279,6185.0,0.9850294632903328,5235_6_11
12411,5235_6_11.contig00305,6235,0.0,0.0,5235_6_11
12412,5235_6_11.contig00306,6225,6137.0,0.9858634538152611,5235_6_11
12413,5235_6_11.contig00307,6215,6193.0,0.9964601769911504,5235_6_11
12414,5235_6_11.contig00308,6107,0.0,0.0,5235_6_11
12415,5235_6_11.contig00309,6104,0.0,0.0,5235_6_11
12416,5235_6_11.contig00310,6067,6057.0,0.9983517389154442,5235_6_11
12417,5235_6_11.contig00311,6065,2438.0,0.4019785655399835,5235_6_11
12418,5235_6_11.contig00312,6051,0.0,0.0,5235_6_11
12419,5235_6_11.contig00313,6040,6042.0,1.0,5235_6_11
12420,5235_6_11.contig00314,6026,0.0,0.0,5235_6_11
12421,5235_6_11.contig00315,6017,4619.0,0.7676583014791424,5235_6_11
12422,5235_6_11.contig00316,5998,0.0,0.0,5235_6_11
12423,5235_6_11.contig00317,5994,5887.0,0.9821488154821488,5235_6_11
12424,5235_6_11.contig00318,5976,5900.0,0.9872824631860776,5235_6_11
12425,5235_6_11.contig00319,5897,5489.0,0.9308122774292013,5235_6_11
12426,5235_6_11.contig00320,5880,5703.0,0.9698979591836735,5235_6_11
12427,5235_6_11.contig00321,5846,5804.0,0.9928156004105371,5235_6_11
12428,5235_6_11.contig00322,5781,0.0,0.0,5235_6_11
12429,5235_6_11.contig00323,5718,5665.0,0.990731024833858,5235_6_11
12430,5235_6_11.contig00324,5701,5033.0,0.8828275741098053,5235_6_11
12431,5235_6_11.contig00325,5675,0.0,0.0,5235_6_11
12432,5235_6_11.contig00326,5645,0.0,0.0,5235_6_11
12433,5235_6_11.contig00327,5626,0.0,0.0,5235_6_11
12434,5235_6_11.contig00328,5569,0.0,0.0,5235_6_11
12435,5235_6_11.contig00329,5564,5568.0,1.0,5235_6_11
12436,5235_6_11.contig00330,5527,0.0,0.0,5235_6_11
12437,5235_6_11.contig00331,5523,5511.0,0.997827267789245,5235_6_11
12438,5235_6_11.contig00332,5514,5511.0,0.999455930359086,5235_6_11
12439,5235_6_11.contig00333,5461,0.0,0.0,5235_6_11
12440,5235_6_11.contig00334,5451,0.0,0.0,5235_6_11
12441,5235_6_11.contig00335,5448,5386.0,0.9886196769456681,5235_6_11
12442,5235_6_11.contig00336,5442,0.0,0.0,5235_6_11
12443,5235_6_11.contig00337,5429,5425.0,0.9992632160618898,5235_6_11
12444,5235_6_11.contig00338,5414,5400.0,0.9974141115626154,5235_6_11
12445,5235_6_11.contig00339,5388,0.0,0.0,5235_6_11
12446,5235_6_11.contig00340,5380,5383.0,1.0,5235_6_11
12447,5235_6_11.contig00341,5362,0.0,0.0,5235_6_11
12448,5235_6_11.contig00342,5304,0.0,0.0,5235_6_11
12449,5235_6_11.contig00343,5240,5243.0,1.0,5235_6_11
12450,5235_6_11.contig00344,5230,0.0,0.0,5235_6_11
12451,5235_6_11.contig00345,5219,5215.0,0.9992335696493582,5235_6_11
12452,5235_6_11.contig00346,5174,5122.0,0.9899497487437185,5235_6_11
12453,5235_6_11.contig00347,5112,4992.0,0.9765258215962441,5235_6_11
12454,5235_6_11.contig00348,5033,4632.0,0.9203258493939996,5235_6_11
12455,5235_6_11.contig00349,5028,0.0,0.0,5235_6_11
12456,5235_6_11.contig00350,5027,5027.0,1.0,5235_6_11
12457,5235_6_11.contig00351,5022,5024.0,1.0,5235_6_11
12458,5235_6_11.contig00352,5020,4900.0,0.9760956175298805,5235_6_11
12459,5235_6_11.contig00353,5017,5020.0,1.0,5235_6_11
12460,5235_6_11.contig00354,5006,4975.0,0.9938074310827008,5235_6_11
12461,5235_6_11.contig00355,4902,0.0,0.0,5235_6_11
12462,5235_6_11.contig00356,4898,0.0,0.0,5235_6_11
12463,5235_6_11.contig00357,4887,0.0,0.0,5235_6_11
12464,5235_6_11.contig00358,4886,4893.0,1.0,5235_6_11
12465,5235_6_11.contig00359,4826,4337.0,0.8986738499792789,5235_6_11
12466,5235_6_11.contig00360,4804,0.0,0.0,5235_6_11
12467,5235_6_11.contig00361,4753,0.0,0.0,5235_6_11
12468,5235_6_11.contig00362,4752,4722.0,0.9936868686868687,5235_6_11
12469,5235_6_11.contig00363,4750,4556.0,0.9591578947368421,5235_6_11
12470,5235_6_11.contig00364,4739,4669.0,0.9852289512555391,5235_6_11
12471,5235_6_11.contig00365,4739,0.0,0.0,5235_6_11
12472,5235_6_11.contig00366,4730,0.0,0.0,5235_6_11
12473,5235_6_11.contig00367,4691,4604.0,0.9814538477936474,5235_6_11
12474,5235_6_11.contig00368,4631,4514.0,0.9747354782984237,5235_6_11
12475,5235_6_11.contig00369,4611,4573.0,0.991758837562351,5235_6_11
12476,5235_6_11.contig00370,4580,0.0,0.0,5235_6_11
12477,5235_6_11.contig00371,4549,4494.0,0.9879094306440976,5235_6_11
12478,5235_6_11.contig00372,4512,0.0,0.0,5235_6_11
12479,5235_6_11.contig00373,4488,3478.0,0.7749554367201426,5235_6_11
12480,5235_6_11.contig00374,4472,0.0,0.0,5235_6_11
12481,5235_6_11.contig00375,4429,0.0,0.0,5235_6_11
12482,5235_6_11.contig00376,4395,0.0,0.0,5235_6_11
12483,5235_6_11.contig00377,4386,4286.0,0.9772001823985408,5235_6_11
12484,5235_6_11.contig00378,4372,0.0,0.0,5235_6_11
12485,5235_6_11.contig00379,4370,4330.0,0.9908466819221968,5235_6_11
12486,5235_6_11.contig00380,4368,4295.0,0.9832875457875457,5235_6_11
12487,5235_6_11.contig00381,4358,4214.0,0.9669573198715007,5235_6_11
12488,5235_6_11.contig00382,4298,0.0,0.0,5235_6_11
12489,5235_6_11.contig00383,4293,4297.0,1.0,5235_6_11
12490,5235_6_11.contig00384,4281,4277.0,0.999065638869423,5235_6_11
12491,5235_6_11.contig00385,4275,0.0,0.0,5235_6_11
12492,5235_6_11.contig00386,4268,0.0,0.0,5235_6_11
12493,5235_6_11.contig00387,4268,4236.0,0.9925023430178069,5235_6_11
12494,5235_6_11.contig00388,4236,0.0,0.0,5235_6_11
12495,5235_6_11.contig00389,4213,4218.0,1.0,5235_6_11
12496,5235_6_11.contig00390,4203,4153.0,0.9881037354270759,5235_6_11
12497,5235_6_11.contig00391,4197,0.0,0.0,5235_6_11
12498,5235_6_11.contig00392,4171,4173.0,1.0,5235_6_11
12499,5235_6_11.contig00393,4164,4061.0,0.9752641690682037,5235_6_11
12500,5235_6_11.contig00394,4146,3183.0,0.7677279305354558,5235_6_11
12501,5235_6_11.contig00395,4143,3401.0,0.8209027274921554,5235_6_11
12502,5235_6_11.contig00396,4135,4136.0,1.0,5235_6_11
12503,5235_6_11.contig00397,4129,4023.0,0.9743279244369096,5235_6_11
12504,5235_6_11.contig00398,4123,0.0,0.0,5235_6_11
12505,5235_6_11.contig00399,4097,0.0,0.0,5235_6_11
12506,5235_6_11.contig00400,4095,0.0,0.0,5235_6_11
12507,5235_6_11.contig00401,4080,4010.0,0.9828431372549019,5235_6_11
12508,5235_6_11.contig00402,4062,0.0,0.0,5235_6_11
12509,5235_6_11.contig00403,4055,0.0,0.0,5235_6_11
12510,5235_6_11.contig00404,4039,0.0,0.0,5235_6_11
12511,5235_6_11.contig00405,4032,0.0,0.0,5235_6_11
12512,5235_6_11.contig00406,4031,3907.0,0.969238402381543,5235_6_11
12513,5235_6_11.contig00407,4030,3956.0,0.9816377171215881,5235_6_11
12514,5235_6_11.contig00408,4009,0.0,0.0,5235_6_11
12515,5235_6_11.contig00409,4004,4006.0,1.0,5235_6_11
12516,5235_6_11.contig00410,4003,3999.0,0.9990007494379216,5235_6_11
12517,5235_6_11.contig00411,3998,0.0,0.0,5235_6_11
12518,5235_6_11.contig00412,3982,3979.0,0.9992466097438473,5235_6_11
12519,5235_6_11.contig00413,3878,0.0,0.0,5235_6_11
12520,5235_6_11.contig00414,3868,3870.0,1.0,5235_6_11
12521,5235_6_11.contig00415,3866,0.0,0.0,5235_6_11
12522,5235_6_11.contig00416,3824,0.0,0.0,5235_6_11
12523,5235_6_11.contig00417,3819,3748.0,0.9814087457449594,5235_6_11
12524,5235_6_11.contig00418,3814,3783.0,0.9918720503408495,5235_6_11
12525,5235_6_11.contig00419,3787,0.0,0.0,5235_6_11
12526,5235_6_11.contig00420,3778,0.0,0.0,5235_6_11
12527,5235_6_11.contig00421,3776,3710.0,0.982521186440678,5235_6_11
12528,5235_6_11.contig00422,3771,2995.0,0.794219040042429,5235_6_11
12529,5235_6_11.contig00423,3761,0.0,0.0,5235_6_11
12530,5235_6_11.contig00424,3743,3662.0,0.9783596045952444,5235_6_11
12531,5235_6_11.contig00425,3715,3715.0,1.0,5235_6_11
12532,5235_6_11.contig00426,3653,3508.0,0.9603065973172735,5235_6_11
12533,5235_6_11.contig00427,3651,0.0,0.0,5235_6_11
12534,5235_6_11.contig00428,3587,3583.0,0.9988848620016727,5235_6_11
12535,5235_6_11.contig00429,3565,0.0,0.0,5235_6_11
12536,5235_6_11.contig00430,3529,3531.0,1.0,5235_6_11
12537,5235_6_11.contig00431,3525,2669.0,0.7571631205673759,5235_6_11
12538,5235_6_11.contig00432,3468,3474.0,1.0,5235_6_11
12539,5235_6_11.contig00433,3467,3390.0,0.9777905970579752,5235_6_11
12540,5235_6_11.contig00434,3448,0.0,0.0,5235_6_11
12541,5235_6_11.contig00435,3427,0.0,0.0,5235_6_11
12542,5235_6_11.contig00436,3420,3405.0,0.9956140350877193,5235_6_11
12543,5235_6_11.contig00437,3406,3372.0,0.9900176159718145,5235_6_11
12544,5235_6_11.contig00438,3367,0.0,0.0,5235_6_11
12545,5235_6_11.contig00439,3363,1334.0,0.3966696402022004,5235_6_11
12546,5235_6_11.contig00440,3343,3343.0,1.0,5235_6_11
12547,5235_6_11.contig00441,3335,0.0,0.0,5235_6_11
12548,5235_6_11.contig00442,3320,0.0,0.0,5235_6_11
12549,5235_6_11.contig00443,3318,3321.0,1.0,5235_6_11
12550,5235_6_11.contig00444,3304,3222.0,0.975181598062954,5235_6_11
12551,5235_6_11.contig00445,3270,2729.0,0.8345565749235474,5235_6_11
12552,5235_6_11.contig00446,3228,3197.0,0.9903965303593556,5235_6_11
12553,5235_6_11.contig00447,3224,0.0,0.0,5235_6_11
12554,5235_6_11.contig00448,3192,3195.0,1.0,5235_6_11
12555,5235_6_11.contig00449,3185,0.0,0.0,5235_6_11
12556,5235_6_11.contig00450,3185,3123.0,0.9805337519623234,5235_6_11
12557,5235_6_11.contig00451,3181,3106.0,0.9764225086450802,5235_6_11
12558,5235_6_11.contig00452,3175,0.0,0.0,5235_6_11
12559,5235_6_11.contig00453,3159,3139.0,0.9936688825577714,5235_6_11
12560,5235_6_11.contig00454,3135,2856.0,0.9110047846889953,5235_6_11
12561,5235_6_11.contig00455,3109,3110.0,1.0,5235_6_11
12562,5235_6_11.contig00456,3095,3093.0,0.9993537964458804,5235_6_11
12563,5235_6_11.contig00457,3088,3069.0,0.9938471502590673,5235_6_11
12564,5235_6_11.contig00458,3086,2968.0,0.9617627997407647,5235_6_11
12565,5235_6_11.contig00459,3072,2954.0,0.9615885416666666,5235_6_11
12566,5235_6_11.contig00460,3042,3032.0,0.9967126890203813,5235_6_11
12567,5235_6_11.contig00461,3029,3032.0,1.0,5235_6_11
12568,5235_6_11.contig00462,3007,2950.0,0.9810442301296973,5235_6_11
12569,5235_6_11.contig00463,2996,2939.0,0.9809746328437917,5235_6_11
12570,5235_6_11.contig00464,2995,2891.0,0.9652754590984975,5235_6_11
12571,5235_6_11.contig00465,2994,0.0,0.0,5235_6_11
12572,5235_6_11.contig00466,2990,1580.0,0.5284280936454849,5235_6_11
12573,5235_6_11.contig00467,2940,2869.0,0.9758503401360544,5235_6_11
12574,5235_6_11.contig00468,2937,2937.0,1.0,5235_6_11
12575,5235_6_11.contig00469,2909,2888.0,0.9927810244070128,5235_6_11
12576,5235_6_11.contig00470,2905,0.0,0.0,5235_6_11
12577,5235_6_11.contig00471,2883,2866.0,0.9941033645508152,5235_6_11
12578,5235_6_11.contig00472,2861,2806.0,0.9807759524641734,5235_6_11
12579,5235_6_11.contig00473,2853,2843.0,0.9964949176305643,5235_6_11
12580,5235_6_11.contig00474,2798,2412.0,0.8620443173695497,5235_6_11
12581,5235_6_11.contig00475,2795,0.0,0.0,5235_6_11
12582,5235_6_11.contig00476,2788,2373.0,0.8511477761836442,5235_6_11
12583,5235_6_11.contig00477,2758,2761.0,1.0,5235_6_11
12584,5235_6_11.contig00478,2744,2739.0,0.9981778425655977,5235_6_11
12585,5235_6_11.contig00479,2722,2660.0,0.9772226304188097,5235_6_11
12586,5235_6_11.contig00480,2688,0.0,0.0,5235_6_11
12587,5235_6_11.contig00481,2669,0.0,0.0,5235_6_11
12588,5235_6_11.contig00482,2606,2607.0,1.0,5235_6_11
12589,5235_6_11.contig00483,2558,0.0,0.0,5235_6_11
12590,5235_6_11.contig00484,2531,2528.0,0.9988146977479258,5235_6_11
12591,5235_6_11.contig00485,2502,2502.0,1.0,5235_6_11
12592,5235_6_11.contig00486,2494,2481.0,0.9947874899759422,5235_6_11
12593,5235_6_11.contig00487,2489,2469.0,0.9919646444355162,5235_6_11
12594,5235_6_11.contig00488,2480,2383.0,0.9608870967741936,5235_6_11
12595,5235_6_11.contig00489,2474,2476.0,1.0,5235_6_11
12596,5235_6_11.contig00490,2471,2441.0,0.9878591663294213,5235_6_11
12597,5235_6_11.contig00491,2465,2415.0,0.9797160243407708,5235_6_11
12598,5235_6_11.contig00492,2461,2458.0,0.9987809833401057,5235_6_11
12599,5235_6_11.contig00493,2455,2456.0,1.0,5235_6_11
12600,5235_6_11.contig00494,2449,2333.0,0.9526337280522662,5235_6_11
12601,5235_6_11.contig00495,2436,2322.0,0.9532019704433498,5235_6_11
12602,5235_6_11.contig00496,2435,2372.0,0.9741273100616017,5235_6_11
12603,5235_6_11.contig00497,2416,2324.0,0.9619205298013245,5235_6_11
12604,5235_6_11.contig00498,2365,2366.0,1.0,5235_6_11
12605,5235_6_11.contig00499,2364,2137.0,0.9039763113367174,5235_6_11
12606,5235_6_11.contig00500,2354,0.0,0.0,5235_6_11
12607,5235_6_11.contig00501,2352,2302.0,0.9787414965986394,5235_6_11
12608,5235_6_11.contig00502,2352,2308.0,0.9812925170068028,5235_6_11
12609,5235_6_11.contig00503,2312,2272.0,0.9826989619377162,5235_6_11
12610,5235_6_11.contig00504,2279,2281.0,1.0,5235_6_11
12611,5235_6_11.contig00505,2256,0.0,0.0,5235_6_11
12612,5235_6_11.contig00506,2250,0.0,0.0,5235_6_11
12613,5235_6_11.contig00507,2246,2249.0,1.0,5235_6_11
12614,5235_6_11.contig00508,2245,0.0,0.0,5235_6_11
12615,5235_6_11.contig00509,2217,2211.0,0.9972936400541272,5235_6_11
12616,5235_6_11.contig00510,2208,2181.0,0.9877717391304348,5235_6_11
12617,5235_6_11.contig00511,2145,0.0,0.0,5235_6_11
12618,5235_6_11.contig00512,2145,0.0,0.0,5235_6_11
12619,5235_6_11.contig00513,2117,2071.0,0.9782711384034011,5235_6_11
12620,5235_6_11.contig00514,2109,0.0,0.0,5235_6_11
12621,5235_6_11.contig00515,2090,2074.0,0.9923444976076555,5235_6_11
12622,5235_6_11.contig00516,2075,2077.0,1.0,5235_6_11
12623,5235_6_11.contig00517,2073,0.0,0.0,5235_6_11
12624,5235_6_11.contig00518,2069,2062.0,0.9966167230546158,5235_6_11
12625,5235_6_11.contig00519,2055,1951.0,0.9493917274939173,5235_6_11
12626,5235_6_11.contig00520,2040,0.0,0.0,5235_6_11
12627,5235_6_11.contig00521,2020,0.0,0.0,5235_6_11
12628,5235_6_11.contig00522,2018,0.0,0.0,5235_6_11
12629,5235_6_11.contig00523,1967,1915.0,0.9735638027452974,5235_6_11
12630,5235_6_11.contig00524,1917,0.0,0.0,5235_6_11
12631,5235_6_11.contig00525,1915,1917.0,1.0,5235_6_11
12632,5235_6_11.contig00526,1903,0.0,0.0,5235_6_11
12633,5235_6_11.contig00527,1903,1904.0,1.0,5235_6_11
12634,5235_6_11.contig00528,1894,1601.0,0.8453009503695882,5235_6_11
12635,5235_6_11.contig00529,1880,1865.0,0.9920212765957447,5235_6_11
12636,5235_6_11.contig00530,1876,1878.0,1.0,5235_6_11
12637,5235_6_11.contig00531,1876,1810.0,0.964818763326226,5235_6_11
12638,5235_6_11.contig00532,1869,1806.0,0.9662921348314607,5235_6_11
12639,5235_6_11.contig00533,1857,0.0,0.0,5235_6_11
12640,5235_6_11.contig00534,1851,0.0,0.0,5235_6_11
12641,5235_6_11.contig00535,1826,1818.0,0.9956188389923329,5235_6_11
12642,5235_6_11.contig00536,1800,1791.0,0.995,5235_6_11
12643,5235_6_11.contig00537,1800,1805.0,1.0,5235_6_11
12644,5235_6_11.contig00538,1795,1792.0,0.9983286908077994,5235_6_11
12645,5235_6_11.contig00539,1789,0.0,0.0,5235_6_11
12646,5235_6_11.contig00540,1757,0.0,0.0,5235_6_11
12647,5235_6_11.contig00541,1749,0.0,0.0,5235_6_11
12648,5235_6_11.contig00542,1728,1673.0,0.9681712962962963,5235_6_11
12649,5235_6_11.contig00543,1727,1671.0,0.9675738274464389,5235_6_11
12650,5235_6_11.contig00544,1706,0.0,0.0,5235_6_11
12651,5235_6_11.contig00545,1699,0.0,0.0,5235_6_11
12652,5235_6_11.contig00546,1689,0.0,0.0,5235_6_11
12653,5235_6_11.contig00547,1683,0.0,0.0,5235_6_11
12654,5235_6_11.contig00548,1682,1685.0,1.0,5235_6_11
12655,5235_6_11.contig00549,1641,1528.0,0.931139549055454,5235_6_11
12656,5235_6_11.contig00550,1634,1418.0,0.8678090575275398,5235_6_11
12657,5235_6_11.contig00551,1633,0.0,0.0,5235_6_11
12658,5235_6_11.contig00552,1592,1514.0,0.9510050251256281,5235_6_11
12659,5235_6_11.contig00553,1581,0.0,0.0,5235_6_11
12660,5235_6_11.contig00554,1573,0.0,0.0,5235_6_11
12661,5235_6_11.contig00555,1568,1569.0,1.0,5235_6_11
12662,5235_6_11.contig00556,1557,0.0,0.0,5235_6_11
12663,5235_6_11.contig00557,1545,1549.0,1.0,5235_6_11
12664,5235_6_11.contig00558,1543,1547.0,1.0,5235_6_11
12665,5235_6_11.contig00559,1537,1512.0,0.9837345478204295,5235_6_11
12666,5235_6_11.contig00560,1531,0.0,0.0,5235_6_11
12667,5235_6_11.contig00561,1529,1492.0,0.9758011772400261,5235_6_11
12668,5235_6_11.contig00562,1521,0.0,0.0,5235_6_11
12669,5235_6_11.contig00563,1506,0.0,0.0,5235_6_11
12670,5235_6_11.contig00564,1504,0.0,0.0,5235_6_11
12671,5235_6_11.contig00565,1496,1460.0,0.9759358288770054,5235_6_11
12672,5235_6_11.contig00566,1492,1431.0,0.9591152815013405,5235_6_11
12673,5235_6_11.contig00567,1487,1375.0,0.9246805648957633,5235_6_11
12674,5235_6_11.contig00568,1472,1432.0,0.9728260869565217,5235_6_11
12675,5235_6_11.contig00569,1462,1395.0,0.9541723666210671,5235_6_11
12676,5235_6_11.contig00570,1456,0.0,0.0,5235_6_11
12677,5235_6_11.contig00571,1443,1403.0,0.9722799722799723,5235_6_11
12678,5235_6_11.contig00572,1442,0.0,0.0,5235_6_11
12679,5235_6_11.contig00573,1418,1408.0,0.9929478138222849,5235_6_11
12680,5235_6_11.contig00574,1414,0.0,0.0,5235_6_11
12681,5235_6_11.contig00575,1412,0.0,0.0,5235_6_11
12682,5235_6_11.contig00576,1409,1386.0,0.9836763662171752,5235_6_11
12683,5235_6_11.contig00577,1390,0.0,0.0,5235_6_11
12684,5235_6_11.contig00578,1379,1293.0,0.9376359680928209,5235_6_11
12685,5235_6_11.contig00579,1376,0.0,0.0,5235_6_11
12686,5235_6_11.contig00580,1371,1205.0,0.8789204959883297,5235_6_11
12687,5235_6_11.contig00581,1371,0.0,0.0,5235_6_11
12688,5235_6_11.contig00582,1329,1329.0,1.0,5235_6_11
12689,5235_6_11.contig00583,1317,1192.0,0.9050873196659074,5235_6_11
12690,5235_6_11.contig00584,1308,0.0,0.0,5235_6_11
12691,5235_6_11.contig00585,1292,0.0,0.0,5235_6_11
12692,5235_6_11.contig00586,1235,0.0,0.0,5235_6_11
12693,5235_6_11.contig00587,1212,0.0,0.0,5235_6_11
12694,5235_6_11.contig00588,1205,0.0,0.0,5235_6_11
12695,5235_6_11.contig00589,1202,0.0,0.0,5235_6_11
12696,5235_6_11.contig00590,1187,0.0,0.0,5235_6_11
12697,5235_6_11.contig00591,1177,1135.0,0.9643160577740016,5235_6_11
12698,5235_6_11.contig00592,1170,0.0,0.0,5235_6_11
12699,5235_6_11.contig00593,1159,0.0,0.0,5235_6_11
12700,5235_6_11.contig00594,1156,0.0,0.0,5235_6_11
12701,5235_6_11.contig00595,1148,0.0,0.0,5235_6_11
12702,5235_6_11.contig00596,1147,59.0,0.05143853530950305,5235_6_11
12703,5235_6_11.contig00597,1143,0.0,0.0,5235_6_11
12704,5235_6_11.contig00598,1137,0.0,0.0,5235_6_11
12705,5235_6_11.contig00599,1135,0.0,0.0,5235_6_11
12706,5235_6_11.contig00600,1131,0.0,0.0,5235_6_11
12707,5235_6_11.contig00601,1129,0.0,0.0,5235_6_11
12708,5235_6_11.contig00602,1126,0.0,0.0,5235_6_11
12709,5235_6_11.contig00603,1118,0.0,0.0,5235_6_11
12710,5235_6_11.contig00604,1100,0.0,0.0,5235_6_11
12711,5235_6_11.contig00605,1099,0.0,0.0,5235_6_11
12712,5235_6_11.contig00606,1099,0.0,0.0,5235_6_11
12713,5235_6_11.contig00607,1098,0.0,0.0,5235_6_11
12714,5235_6_11.contig00608,1095,0.0,0.0,5235_6_11
12715,5235_6_11.contig00609,1093,0.0,0.0,5235_6_11
12716,5235_6_11.contig00610,1077,0.0,0.0,5235_6_11
12717,5235_6_11.contig00611,1063,0.0,0.0,5235_6_11
12718,5235_6_11.contig00612,1052,0.0,0.0,5235_6_11
12719,5235_6_11.contig00613,1048,0.0,0.0,5235_6_11
12720,5235_6_11.contig00614,1041,0.0,0.0,5235_6_11
12721,5235_6_11.contig00615,1037,0.0,0.0,5235_6_11
12722,5235_6_11.contig00616,1016,0.0,0.0,5235_6_11
12723,5235_6_11.contig00617,993,0.0,0.0,5235_6_11
12724,5235_6_11.contig00618,986,0.0,0.0,5235_6_11
12725,5235_6_11.contig00619,975,0.0,0.0,5235_6_11
12726,5235_6_11.contig00620,967,0.0,0.0,5235_6_11
12727,5235_6_11.contig00621,962,0.0,0.0,5235_6_11
12728,5235_6_11.contig00622,957,0.0,0.0,5235_6_11
12729,5235_6_11.contig00623,935,0.0,0.0,5235_6_11
12730,5235_6_11.contig00624,928,0.0,0.0,5235_6_11
